shop_name,digital_listing_count,sold_count,active_listing_count,favorites_count,average_rating,total_rating_count
ClaudiasSewCreations,123,27059,123,2737,5.0,1229
ShopCreativeMockups,2106,27057,2107,4024,5.0,2368
ChipolaStudio,349,27052,351,4745,4.9598,2003
EdgewoodGardenStudio,0,27049,392,7490,4.9948,8933
BelaCollective,407,27048,407,6239,4.9664,3692
TheLeotardBoutique,1,27046,166,5012,4.9224,4942
JcDezigns,0,27044,199,2945,4.9753,4725
all4handmade,0,27041,47,3382,5.0,5709
BlushberryPixels,1345,27040,1345,429,4.9245,1529
HalfMoonEmbroidery,187,27040,221,2783,4.9521,3420
LetterCut,0,27038,37,1216,4.9871,2487
SilverStatements,0,27033,406,7533,4.9167,4938
FireflySvgCo,232,27033,232,876,4.9565,1497
shoppe3130,0,27030,0,6552,4.9051,5406
ShopRoyalBanana,0,27029,133,3555,4.9172,4984
OfftheGrainCo,0,27027,121,1915,4.8617,2371
AliciaBeam,0,27027,569,5354,4.9861,6450
Heart2HeartByHelen,0,27026,1321,3205,4.9527,4747
CeramicallyFunny,0,27022,93,1410,4.8032,2929
FidgetThings,0,27018,76,3804,4.9041,2604
MayenDesigns,0,27018,1904,2241,4.9669,4276
AquariumPlantCenter,0,27017,79,3792,4.8993,6237
WildEyesSigns,0,27015,1105,4300,4.9458,3644
OneSourceGems,0,27011,5079,2552,4.9254,4061
PrintsofLife,446,27007,446,2118,4.9356,1493
LotusTx,0,27006,1020,594,4.8214,3771
TheHappyCatStudio,2199,27004,2200,1122,4.8866,1503
Happyteebotique,0,27003,91,1422,4.7371,2499
Ecoseedbank,0,27003,225,938,4.9411,1829
PawsificPine,0,26995,201,5249,4.986,4936
WendysGnomeShop,0,26994,44,7928,4.9447,8081
doodlelove,0,26990,143,6064,4.9735,3425
CupidFalls,0,26987,645,3024,4.9687,5550
PokemonGarden,0,26985,311,10444,4.7,5265
SunshineStickerCo,0,26985,391,7719,4.9604,7145
lilpengeeGems,0,26984,373,8393,4.9315,6244
LizardiJewelry,0,26978,56,8664,4.955,6162
bffsandbabes,0,26977,282,8969,4.9358,3116
PixieMasks,0,26976,39,847,4.69,2622
TheElegantShoppe,0,26976,144,1430,4.7942,4526
JimiLace,0,26974,1685,4133,4.665,2891
CorgiHillFarm,0,26973,89,5675,5.0,13094
FluffymaruDesigns,0,26972,1071,3404,5.0,7369
AintThatSomethin,0,26968,916,2906,4.9523,4845
casewear,0,26967,139,1584,4.9177,7697
GetHungUp,0,26964,328,4617,4.967,5236
GlitterInkDesigns,701,26964,819,3168,4.9695,1956
MadelynAshleyBtq,0,26960,0,2647,4.9004,4207
HomesteadEngraving,0,26960,144,2114,4.9456,3827
SunsetSparkleSVG,1603,26959,1603,803,4.9576,1178
AAANativeArts,0,26959,1234,5033,4.8382,5131
MadHatterBeads,0,26957,325,2455,4.9082,5205
GembroideryGifts,0,26956,62,315,4.882,1968
FlowersForCemeteries,0,26953,244,1751,4.8977,3796
emporiumonmain,1,26952,190,6327,4.9559,6266
LunarTidesHair,0,26951,67,18030,4.759,5033
LunaPaperCompany,0,26949,362,2373,4.9755,5012
GardenofGraces,0,26946,55,1992,4.4708,2527
BSGEMSUS,0,26944,3126,1578,4.9211,4265
ByStephanieDesign,1139,26943,1139,4396,4.733,1637
maebeas,0,26942,711,2669,4.9064,5695
LisaMarieDesignsLtd,0,26942,925,632,4.9591,3757
OdysseyCache,0,26941,138,5612,4.8286,7690
SupplyByDesign,0,26941,2207,2059,4.9652,5534
Craftspring,2,26940,690,5066,4.967,5716
ThreeArrowsCo,0,26937,585,8326,4.8753,4557
319CUSTOMS,0,26934,136,698,4.9483,4558
meineketten,0,26931,372,2954,4.8716,3057
LishylooVintage,0,26927,1810,5337,4.9487,7810
fabriccloset,0,26925,63,8546,5.0,17002
FlorenceJstudio,0,26921,63,900,4.932,3624
MoonlightCraftsDE,50,26918,68,1271,4.8728,2587
SuzieQsCrafts,266,26914,266,1972,4.948,3360
WawooShop,6,26913,691,1710,4.8861,2733
knotheory,5,26912,310,3128,4.7598,4518
ShowstopperSupplies,0,26910,376,1516,4.9751,3725
SusiesPantrySnacks,0,26908,42,2658,4.9294,4834
thehomeandgiftstore,0,26908,848,344,4.9411,3626
EverythingByElleCo,1237,26908,1600,2542,4.6531,3117
CherishUs,0,26902,531,1582,4.8685,3153
CrwbanShop,0,26899,371,385,4.9004,2379
TrendCustomDesign,0,26896,347,922,4.9248,4161
MyGraphicTees,0,26894,2575,966,4.9341,3948
PolkadotApplePillows,0,26894,787,7594,4.9102,5483
ShootingStarStickers,0,26892,162,5146,4.9576,6067
abandc,0,26890,2069,5290,4.9894,13968
AstralDesignBoutique,78,26886,78,904,4.8876,1588
PersonalBlessings,0,26884,394,1778,4.8162,5044
littlecuteesstudio,0,26881,1009,1992,4.9516,6265
CustomJewelzCo,0,26881,246,1841,4.6256,3682
WorksOfHeartDesignCo,0,26877,171,3962,4.9279,5650
TheBlissfulCo,0,26875,115,16112,4.9131,6864
TomaCraftPlace,0,26873,1421,2924,4.9022,5234
PricklierPear,52,26871,422,3059,4.8408,4098
MotherDaughterJewel,0,26871,122,8458,4.8753,4851
TheMagicHappens,388,26868,388,4196,4.9021,2141
BlueRidgeDigitals,3028,26864,3028,1503,4.9456,1270
JayJayBodyJewelry,0,26864,337,2457,4.8385,7024
PapercutzByK,0,26863,38,107,4.9245,1851
WithInitials,0,26863,356,2318,4.8631,4128
SvgEmbroideryDesign,697,26860,697,1308,4.8562,1669
DigitalDownloadShop,673,26859,673,3684,4.8556,1677
SheerColors,0,26858,387,3176,4.9873,7117
TavernCreative,0,26857,543,4022,4.9592,4036
mypreciouspaper,3,26856,503,3170,4.9874,5604
PooSparkles,0,26855,140,4138,4.9327,3194
CatchingWildflowers,0,26852,308,18355,4.8644,5670
PaperPlusCloth,0,26850,31,9552,5.0,7037
OffColorDecals,0,26849,92,4185,4.9836,3643
ChristmasShoppeUS,0,26848,994,857,4.9256,5532
KraftKidsShop,0,26848,2592,4543,4.846,4368
One19Stationery,0,26847,128,669,4.9303,3324
SoCuteCuttables,999,26845,999,2337,4.8947,1375
CustomStylesBoutique,0,26845,1027,7090,4.9157,4877
LennieMarie,3,26841,82,2229,4.9079,5316
Bitzymemories,0,26841,340,1552,4.9472,5283
DarkMatterProps,3,26840,84,10232,4.9557,7985
CollarsByDesign,0,26840,168,9815,4.9826,6458
N5Creationsaus,0,26837,2311,738,4.7151,2504
KikiJosPrintandCut,202,26825,202,3485,4.7609,2604
blueJboutique7,0,26822,144,6561,4.7475,3887
creaellelaboutique,0,26820,1218,1528,4.9718,4102
CaseElegance,0,26819,32,1088,4.9219,4782
PrimeBands,0,26819,72,1634,4.7661,4594
honeybearpages,1,26817,772,6246,4.9895,2843
HeydayRetroMart,0,26815,1929,4014,4.9695,4229
DiscountBeadStore,0,26804,316,6365,4.8982,7571
CityTurtles,87,26803,87,1438,4.9026,1106
icreating,0,26803,1307,2908,4.8942,3633
ButtonBlueCrafts,0,26801,1145,1305,4.9243,3350
MissDiary,0,26800,466,6091,4.9062,3752
AmazonCrystals,0,26792,1011,5709,4.8292,6795
CardinalCreativeCo,0,26790,0,1064,4.6154,3837
EYMbellishDesigns,0,26789,72,610,4.8495,2451
WillowandBumble,0,26776,160,382,4.9806,3890
NattyMichellePaperie,0,26774,288,7812,4.981,4500
SecretGardenPlants,0,26769,157,5981,4.7512,7507
ArkCreationInc,0,26768,199,1743,4.9453,3579
NylasBowtique,0,26762,1178,2453,4.9693,4290
LilpawsPaperArt,0,26762,74,2094,4.9479,4319
HaberDashingShoppe,0,26761,297,12027,4.9923,11703
DefiantJewelry,0,26759,517,9481,4.8987,5866
V1Trading,132,26755,301,759,4.8511,3550
kasefazem,0,26755,404,3947,4.8296,3865
DandLDesigns4U,0,26753,116,4752,4.898,4098
LucyDarlingShop,0,26753,29,8956,4.9735,5561
msmayabowtique,0,26751,224,1975,4.9023,4669
VintageButtonStore,0,26750,1506,3806,4.9043,4235
OliviaJaneCouture,0,26750,111,1222,4.9514,2749
EOJStudios,0,26749,327,5575,4.9421,5010
DuncanStewartShop,0,26749,462,464,4.9171,2658
KnivesRemembered,0,26741,314,6930,4.8195,6104
MyCasualWhimsy,172,26739,172,2871,4.7701,1608
realestatetemplateco,271,26738,271,2476,4.9713,2174
MountainMadnessSoap,0,26735,154,7723,4.9526,5612
PricklyHearts,0,26734,15,9523,4.6456,4090
NorthlandFrames,0,26734,654,2509,4.9738,4044
Dyeforwool,0,26731,348,11526,4.9709,8251
WireArtTutorials,338,26731,236,2645,4.9481,1154
MerMerFabrics,0,26729,553,1938,4.9595,5526
GrizzlyHypesLLC,0,26728,64,1047,4.9654,3448
HouseofFurBaby,0,26727,395,4694,4.8983,5208
GloriousApparel,0,26724,646,1978,4.8778,5067
VBCLIFE,0,26720,0,1953,4.9015,3388
iLoveDIYprintables,950,26718,951,1396,4.8198,1981
TexansLeather,0,26716,53,2613,4.9062,5361
CandlesandFavors,52,26714,1767,1591,4.96,4712
BeespokedStudio,15,26714,791,1231,4.9337,3060
MagicalBambi,469,26709,470,1965,4.9339,1530
GlamDuchess,0,26708,667,11864,4.6903,5113
ChildhoodInc,0,26706,32,3745,4.9588,5100
PinkPeonyByChristy,0,26705,168,3194,4.974,4513
GreenTroll,463,26705,463,1172,4.9138,1245
BakingTimeClub,0,26705,1254,3950,4.8872,3509
ModernlyChicDesigns,0,26699,1198,860,4.336,4216
ThePrintableConcept,368,26697,843,12596,4.8913,1797
madebyperri,0,26697,33,5450,4.8838,4896
HeartMadeofGold,0,26690,160,2824,4.8653,5785
TheWinterGarden1,0,26689,271,838,4.8452,1676
ClamsAndaHamDog,0,26689,273,2856,4.9396,4805
NineToNone,0,26689,1205,1867,4.9316,3422
GoldenGator,0,26687,166,841,4.9458,4716
FAMILYTIMEUS,0,26685,102,446,4.7566,2228
TheLittleSoapStore,0,26684,212,11193,4.6925,5640
SometimesPie,52,26684,67,1389,4.9396,2765
GuelaguetzaDesigns,0,26684,1485,4654,4.8842,5446
AquarianBath,0,26677,132,11176,4.9105,7707
AlteredElegance,0,26676,81,616,4.7527,2383
ajscustomjewelry,0,26675,53,3938,4.8865,4902
laboutiquedechichi,0,26673,1935,1536,4.8682,4006
Upstyle,15,26672,129,8889,4.9765,5459
tinycottagetreasures,0,26672,236,8792,4.9623,4566
AtmanHerbs,0,26667,353,2725,4.9427,3938
SpinaYarnStudio,127,26666,127,5167,4.9304,1914
printmagic,119,26662,119,4568,4.9107,2312
CheeryLittleSheep,0,26661,48,5257,4.8281,3299
GargiaJewelry,0,26660,1564,3937,4.8786,3652
peachyprintsuk,0,26659,0,2376,4.8469,3157
KalkedonTowels,0,26658,42,2025,4.9176,4185
fairyshadow,0,26657,96,10689,4.9711,5683
Owlanddrum,3,26651,324,7884,4.992,6238
revidevi,175,26651,175,7886,5.0,5687
wykedSVG,645,26650,645,990,4.9671,1408
TheCornerCrystal,0,26649,405,7661,4.9786,10389
MyTeachersCupboard,0,26641,0,3570,4.8684,5284
MiniiPlanet,0,26641,670,4653,4.9613,6226
LilacandPineDesign,540,26640,540,4043,4.9841,1271
lefaire,0,26635,161,7450,4.9272,4420
RainbowShopCN,0,26633,396,5338,4.8652,4257
KrysKut,2,26633,322,2713,4.898,3862
MissSewCalVinyl,0,26632,669,2438,4.9449,4817
HappyBeesCraft,0,26631,0,5985,4.9679,3681
RedEarthBeads,0,26629,197,5304,4.9956,7113
Cutecuttabledesigns,576,26628,576,1110,4.8927,1287
AncientMerch,0,26628,790,719,4.8903,3122
BanterCards,0,26627,3148,2941,4.9324,3577
FRAGRANCEBUDDYDOTCOM,0,26624,430,2761,4.7954,5460
AllycatsShop,0,26624,445,3594,4.9765,6255
dreamzetc,194,26622,194,5666,5.0,3340
BENWINEWIN,0,26620,97,12286,4.8777,4123
StickyFrogDesigns,0,26620,380,1433,4.941,4599
TheMelodyFace,35,26619,38,678,4.6728,2251
ErikasDelights,0,26619,233,4644,4.9035,6192
LitHandlers,0,26611,945,4631,4.9144,5342
TheDailyTay,0,26611,1,9410,4.8529,3959
SycamoreHill,0,26609,761,8605,4.9568,5724
crimsonking,0,26605,9,4182,4.8727,6546
ThisLuckyFile,778,26605,995,549,4.8767,1381
MonogramsByMal,0,26604,31,1642,4.8651,2953
thepurplepetunia,0,26599,83,9016,4.8594,4685
BearGems,0,26598,49,5196,4.8932,3481
DGPATTERNS,248,26596,249,6707,4.5524,1558
LaserMadeOccasions,0,26594,582,595,4.9447,3443
HollyandFred,0,26593,1059,2996,4.8247,3004
zoeysholiday,0,26593,263,2869,4.9159,4715
ColtTop,0,26590,538,737,4.7333,3356
CameosArtShop,0,26587,920,1511,4.8305,2538
LoveSuna,0,26587,75,600,3.821,4479
BeadstoBlooms,0,26586,885,2833,4.962,6511
SterlingImageInc,0,26584,98,2545,4.9456,5936
MyFuturePlanner,4,26581,4,1253,4.4354,1332
RockSteadyCases,0,26580,363,7153,4.8679,3865
christopherjamesuk,0,26577,575,2446,4.8136,3028
UncommonTee,0,26574,1030,6998,4.828,3062
NapkinNiche,0,26573,580,2481,4.9106,5433
BrambleandBeene,0,26570,844,7845,4.9615,6163
SewPriorAttireMitten,0,26569,294,4599,4.9667,5305
theMugHermit,0,26565,460,1769,4.9919,2936
VeritasInspired,0,26564,818,9265,4.8757,4297
opticillusions,207,26554,276,4286,4.9467,5389
StrangeMotion4x4,0,26553,298,2602,4.9392,3650
ScatterbrainTees,0,26547,50,14201,4.9479,6341
MagnoliaManorDecor,2,26540,250,6971,4.8378,4057
RKdigitalcreations,1138,26539,1138,1772,4.9578,1397
iHeartZena,0,26534,103,5043,4.9106,6727
TheGrumpyUnicornCo,0,26531,363,11990,4.9816,5372
PhilomenaHandDesigns,0,26522,44,1018,4.7878,3404
mybriteideas,0,26518,258,3495,4.6888,4454
Intrepidjewelry,0,26515,706,15494,4.6729,6293
PrincessBowSupply,0,26514,207,2641,4.9561,5467
IdRatherDoodle,963,26511,1259,1792,4.9266,2658
TexansEngraving,0,26501,7,897,4.9486,4565
StarlightStudioStuff,0,26491,182,7849,4.9314,4577
vollverfilzt,0,26491,1206,715,4.9798,2723
AGothShop,0,26490,1575,5690,4.8999,5378
rescuedbeauty,0,26488,150,3001,4.9919,8796
originalfindings,0,26485,0,7999,5.0,13814
TeriLeeJewelry,0,26480,245,24567,4.96,4752
BlueSparrowDesignsCo,0,26479,493,4146,4.9683,3828
OhLittleMia,6,26473,120,1000,4.9193,3346
DestinationLtd,0,26472,652,2946,4.8693,4717
NewNormTees,0,26469,490,1280,4.9056,2909
TraucmahrDesign,532,26465,532,4064,4.9788,3282
GETITGRL,0,26465,83,563,4.8162,2197
kittredgemercantile,0,26463,1116,8477,4.9685,8182
DesignsbyChristaLLC,0,26462,110,1559,4.8883,3929
StickersForKeepers,0,26458,648,5115,4.9386,4120
WalkstonCandy,0,26457,41,1364,4.9132,3915
lifeisforthefun,24,26455,664,1754,4.9318,3871
tinialabini,0,26454,151,1654,4.9478,5008
TatumBradleyCo,0,26451,115,5929,4.9522,5329
PeanutsPlannerCo,0,26450,173,5793,4.981,5519
Uhurunaturals,0,26447,49,3251,4.674,5138
urbanwalls,0,26447,249,28321,4.863,3272
nowgift,0,26445,1085,863,4.9318,2777
simplestamp,0,26443,235,5634,4.9595,4530
PartsForYou,0,26440,627,9008,4.9153,6561
DecisionMakerMockups,808,26435,808,2399,4.9775,2475
BridalPartyRobeShop,0,26432,755,3423,4.8667,4881
BizDesignCo,823,26431,825,1025,4.9429,1041
MemoraBow,0,26431,59,1868,4.9056,3612
StickerGuru,0,26431,97,8755,4.9351,7663
Crosswoodworks,0,26430,692,3411,4.9527,5755
PearTannery,0,26429,61,4013,4.7817,4309
SalvatoresStudio,0,26423,854,4680,4.7915,4641
CustomWoodWonders,0,26422,423,2673,4.9254,4913
LaMiaCasa,0,26418,451,16622,4.8201,5620
EmbroideryBoutique2,751,26417,751,3758,4.9786,2063
TheArtShopSkipton,0,26415,827,2916,4.8738,3353
LazySundaysClothing,353,26413,353,6007,4.8758,3999
ButtonsyJewellery,0,26412,292,32715,4.9694,5012
PracticalPrintsByLee,0,26412,11,558,4.7945,3339
packagery,0,26410,140,7049,4.9807,6632
PeyoteBeadArt,136,26405,136,6688,4.8264,2839
PurpleFoxUK,0,26404,388,494,4.7806,2134
SMPLANS,380,26398,381,4322,4.9904,3108
GrandmasChalkboard,0,26397,0,2988,4.973,5051
KrohshayAndSuch,2064,26395,2064,1689,4.557,1084
farmhousemarketetsy,0,26393,731,2361,4.8442,3979
SvgDesignStudios,3580,26393,3581,445,4.7982,1389
OpenArmsFarmacy,0,26386,20,4339,4.9055,4568
MillyStreet,0,26378,0,2902,4.8957,3887
BearFootFarmsLLC,0,26374,148,4591,4.7977,7065
SVGgallery,408,26373,408,2240,4.9677,1841
EveryBodyNeedsLove,0,26372,30,1226,4.31,3163
studioUBB,0,26370,590,5530,4.9275,13714
HCCreation,0,26370,208,2198,4.7754,3045
CloneMold,0,26369,730,14778,4.6805,6040
VintageGaleria,0,26368,538,26619,4.906,6744
RealLiveHumanShop,0,26366,413,3909,4.952,4824
MyOrnamentStore,0,26366,901,963,4.8857,5140
roundthebendagain,0,26365,65,14390,4.6911,5343
DigitalAlice,806,26365,960,3726,4.9041,2991
awards4schools,0,26363,71,349,4.9507,2380
BrookeLeAnneArt,0,26362,138,2316,4.9531,4270
GnomEnterprises,0,26357,217,15157,4.95,6326
StitchNStashFabrics,1,26356,200,2745,4.9919,4916
QualiTeeApparelShop,0,26351,275,573,4.3736,3670
MumsyGoose,0,26351,346,3190,4.9598,4688
MyLifePlans,300,26350,300,2249,4.9498,1576
Socialholic,0,26349,413,3597,4.9722,5024
suzieqbeads,0,26348,74,3080,4.9932,9352
CountryRichCreations,0,26347,329,7282,4.9083,7868
3Exoticgreen,0,26345,206,4524,4.4668,7703
DrupsCo,0,26341,133,1095,4.823,4332
MakeBeautifulJewelry,0,26335,531,6688,4.8761,5791
MegEmikoArt,0,26334,179,7459,4.9866,4093
HQDigitalArt,623,26334,623,812,4.9627,1270
Giftseasonstore,352,26329,352,4129,4.9673,2974
DotToDotHaberdashery,0,26325,850,2456,4.9624,3843
SewVintagely,0,26325,315,3154,4.9643,5547
WeefersGifts,0,26316,453,1110,4.9241,4364
VinylArtStudioGifts,0,26314,46,376,4.9712,2015
CutMaps,0,26313,302,8913,4.6642,3460
JuJuBeeGoods,0,26311,281,4436,4.957,4539
Artmaker58,11,26306,363,4077,4.9429,6581
Native21,0,26302,75,2049,4.9831,3183
TeeLikeYours,0,26300,830,1029,4.8789,2901
Wonderflies,0,26300,135,4282,4.9743,4971
NoireSVG,267,26298,267,315,4.8959,1124
TexasEliteByDesign,0,26298,1231,1610,4.8408,3513
TahoeBay,452,26297,468,480,4.9277,1169
ThePunchBunch,0,26293,219,2992,4.893,4628
floratouch,0,26288,351,6372,4.8674,4779
Element4you,0,26288,502,6422,4.8639,4985
cricketcapers,0,26281,366,6589,4.882,9614
AliciasOddities,0,26281,291,5006,4.9739,6991
GurumiSupply,0,26280,556,2476,4.9703,5611
LinaStudioDesign,0,26276,509,716,4.7909,3735
HeartProjects,0,26272,572,1697,4.9054,4389
EmbroiderybySharon,0,26272,1113,4570,4.9161,4744
QueenBeeWishes,0,26271,138,895,4.9762,3629
SummerGarden1,0,26270,313,704,4.6718,1600
WrapdInLove,0,26267,77,2378,4.873,3288
SicTransitGloriaa,0,26267,32,9856,4.8537,3289
joycreativeshop,3,26265,203,9246,4.9749,2483
RLKPrint,0,26264,415,888,4.8997,2781
ArcuteDesign,466,26263,466,510,4.8874,1198
SweetPeas955,0,26263,14,5217,4.7519,5386
Creeksdecalsandgifts,14,26263,3207,1802,4.8167,4219
SweetLobes,0,26263,86,2257,4.8997,4558
LucretiasSvg,314,26260,314,1291,4.8462,1727
CustomGiftsNow,0,26259,1275,1332,4.9164,4181
ShymaliSterling,0,26253,1057,4585,4.8478,7246
NaughtyCatApparel,0,26241,936,4953,4.8919,5184
CandleIntentionsShop,0,26240,186,17273,4.9187,4218
ToddYoungArt,0,26235,1392,9821,4.9859,5914
StreichsCakeandCandy,0,26229,0,1258,4.8278,2463
CaliKays,2,26228,1255,1740,4.9175,4199
PersonaliseMyName,0,26226,230,3425,4.8379,3194
MetroEvents,2713,26226,2722,2925,4.8175,2489
Sevenhill,0,26224,1167,4910,4.9897,9880
LadyMarlowePatterns,63,26224,1034,14569,4.9527,4303
DesignstheLimit,0,26220,437,3060,4.8915,3968
GlitterPuff,0,26220,43,3539,4.9723,5581
MissHoneyBird,0,26213,274,9423,4.9324,4453
EineDerGutenVerlag,0,26210,587,2552,4.9356,3004
MonogramWorks,0,26206,197,5352,4.9461,4014
GenevaDiva,0,26204,937,2399,4.9828,7303
OriginalStitches,528,26204,528,3010,4.9814,2612
RokAPary,0,26201,807,406,4.8809,3433
CraftPixelPrintables,138,26198,138,1027,4.9257,1655
ShopBrooklynGraceCo,531,26196,706,5653,4.9317,4539
ollieandmaxsoapco,0,26189,95,10327,4.8602,7563
GlorriaSense,0,26189,305,1164,4.8638,3954
CaliCrystalsJewelry,0,26189,271,4491,4.9233,6662
UKGE,0,26185,1705,8419,4.8328,5441
PearlShoreCat,775,26185,783,3207,4.7949,1608
FUNPATTERNDESIGNS,1228,26184,1228,2500,4.977,2981
EdiDesignCollection,708,26183,708,834,4.8983,1144
TreasuresShopbySisi,1055,26182,1216,1912,4.967,1603
ParkerandcoUK,0,26182,0,1097,4.7521,2949
sweetjane,68,26176,118,7711,4.9718,4341
PicklesPotions,0,26176,96,4910,4.9223,5974
Crowsmack,0,26175,77,11808,4.9806,4127
KleverCase,0,26173,46,10469,4.86,5049
EliasHolidayShoppe,0,26172,61,1715,4.5737,3483
SweetumsSignatures,0,26171,2308,3091,4.8556,3897
EZNailsStore,0,26169,568,1993,4.8217,2487
LouPaper,0,26165,277,9164,4.994,7037
TSCookies,0,26163,121,11932,4.9826,7330
GenefyArt,0,26162,1511,4671,4.8445,2159
NaturalisticBlessing,13,26158,13,2411,4.6579,4644
SilverStamped,0,26151,340,2284,4.904,3406
ToozyStudio,0,26149,195,12243,4.856,4573
CritterCatch,0,26146,123,2669,4.9656,5466
littlepaperthings,0,26141,188,2991,4.9648,11892
WillaSkyeHome,0,26137,114,23925,4.9225,3507
annadejewels,0,26137,398,3382,4.9023,4543
Hippiegardenshop,0,26136,325,13349,4.9371,5119
KRMaps,0,26133,16,2619,4.919,3306
MightyPaperShop,0,26130,225,19171,4.9427,5185
AcrylicDesignForYou,0,26129,211,3266,4.9226,5118
MegansCreationsUS,0,26129,1751,1636,4.6397,2973
StrangeMotionDigital,607,26129,607,759,4.9695,1334
SantasElvesWorkshop,0,26128,0,1476,4.945,4620
AlissaBead,0,26128,2975,2988,4.7924,6546
NCYPGarden,0,26116,120,6334,4.8893,4141
pinkpepperco,0,26113,89,1647,4.9674,5365
TartDesignCo,0,26112,215,1389,4.9375,4192
TieOneOnRibbon,0,26105,1408,1250,4.9751,3754
Printsinspired,0,26101,130,6965,4.9342,4048
DamiFabric,0,26101,218,776,4.8867,2064
VintageLilacPaper,0,26097,0,2432,4.9622,5765
TigerFlowerJewelry,0,26096,623,7381,4.9104,5432
SouthTexasHomeDecor,0,26093,185,6162,4.6361,4211
ViolinEvents,369,26087,440,1169,4.9818,2087
NicoleGreyDesigns,0,26086,356,1152,4.9759,3969
WRCgreenhouses,0,26078,70,5081,4.7424,7064
SundaySomeone,0,26076,259,856,4.7882,4651
LizzyFishSigns,0,26076,506,2741,4.9659,4929
TheOneOfaKindJewelry,0,26075,297,5628,4.8426,3320
KrohnGbR,0,26075,669,712,4.921,2938
TumblerDesignsNMore,507,26074,507,777,4.934,1409
PKDecor,0,26071,316,3294,4.9458,5645
EvanDesignCase,2,26067,399,1793,4.6797,3879
TandPco,45,26066,78,9319,4.9323,4537
KelseyMDesigns,170,26062,813,9593,4.956,3854
LemonArtStudio,0,26053,0,2424,4.9341,3589
StoneKingCollections,0,26052,936,2489,4.9145,3368
cheekymind,281,26051,282,1926,4.9243,1492
HeartsandGems,0,26050,189,7016,4.9141,3522
TheResumeBoutique,21,26047,21,4606,4.6061,993
StudioEGifts,20,26047,694,1998,4.9187,3340
CustomThreadsShop,0,26046,379,6618,4.9426,4784
NinnysNapkins,12,26043,1751,1734,4.9622,3612
HoerthStudio,623,26039,623,11745,4.9777,4353
Dock6PotteryandTile,0,26037,657,5733,4.9587,4632
Hipsterkidsde,5,26037,609,1725,4.7961,2242
BellaGreyVintage,2,26031,223,5327,4.9534,4304
FourthWaveApparel,13,26023,395,6307,4.874,4239
JNKSELLERS,0,26019,4693,581,4.8903,3611
KoreaJeweler,0,26019,4082,1886,4.9551,1425
NeatEats,0,26015,366,19581,4.9537,6426
Textilemonster,0,26009,664,12145,4.9649,10098
MandaBees,0,26003,77,5572,4.6667,4302
amberalexander,0,26000,274,64960,4.9704,10663
rostone,0,25986,875,4019,4.954,6727
CraftsmanSoapCo,0,25983,60,10417,4.8966,5513
ParadiseSoftCreative,338,25977,338,317,4.9134,1192
DurangoDreamDesigns,0,25977,40,6335,4.7094,3342
EbenezerFire,0,25974,1690,590,4.8998,3521
claylicious,0,25970,108,56436,4.8425,5911
dashdottiedesigns,0,25970,331,4532,4.933,4824
TheSwoonPaperCo,9,25969,335,10083,4.9842,3160
DragonStoneBeads,0,25969,539,4842,4.9106,6774
DoggoneTags,0,25965,323,10950,4.9528,6534
FlipSideFlipFlops,0,25965,47,5898,4.92,2134
ONDECORstore,0,25962,486,4546,4.9252,1944
SpazooieBridal,0,25961,488,3678,4.4798,2938
WTFandom,1,25959,243,3054,4.9594,6296
WhereToGet,0,25958,33,4063,4.9091,4057
ANELAJADE,0,25957,180,11148,4.8994,5920
PamsPartyPrintables,240,25955,240,784,4.8086,892
BonnyBikini,0,25954,34,9090,4.5658,2717
FingersnThumbsCrafts,0,25952,65,795,4.9129,2745
PersonalisebyLisa,0,25950,116,1206,4.7124,2883
MisterCrafter,0,25950,225,2213,4.7952,5712
TortoiseShellSupply,0,25949,1705,4894,4.8305,2938
JuliaLCraft,2,25948,214,3816,4.6701,4414
MyLittleStarStore,392,25948,392,496,4.8492,1579
woolhearts,41,25947,535,4099,4.9819,6298
CookieCuttersGallery,0,25946,286,1672,4.9255,2431
TheSilverSwing,0,25944,540,3642,4.9402,4185
TheFeltFairyUK,0,25940,71,2944,4.975,3552
EyePoetryPhotography,0,25940,667,83584,4.9467,6931
stickons,0,25937,125,1611,4.7901,4424
justcrochet1,492,25934,492,2053,4.7707,1426
MagneticAngelashop,0,25933,98,3227,4.8723,6228
GLITZYGLMstore,0,25932,72,1010,4.8859,4719
SoTweetDesigns,6,25931,388,4379,4.9314,4434
BluebonnetBellas,0,25928,230,4720,4.932,4423
HorizonDesignStudios,265,25928,265,2788,4.2552,846
WedfestWeddings,0,25928,254,2098,4.9665,2992
WildSugarberries,22,25924,366,2757,4.9763,5761
JenniferPughStudios,0,25922,159,3986,4.9517,2810
giuliarehandmade,52,25919,52,741,4.9203,1253
WishedForWellbeing,0,25917,113,14590,4.8649,3538
PartyDecalShop,0,25912,181,942,4.9181,2127
IssaBugsBoutique,0,25909,84,6909,4.9466,5396
JodyHoughtonDesigns,28,25908,393,1468,4.9752,2712
QuintaDosOuriques,0,25906,507,1269,3.7458,1556
PinkLizzyDesigns,0,25906,306,3425,4.9484,6548
SkyeBabyPropsAndFurs,0,25905,65,5491,4.8966,4519
DigitalistDesigns,483,25905,483,1034,4.936,1291
knotsewcute,119,25903,119,6800,4.9615,7157
GlassTileCraftShop,0,25902,473,3162,4.9401,5913
MoorCrystalsDevon,0,25902,342,4376,4.8762,4731
