shop_name,digital_listing_count,sold_count,active_listing_count,favorites_count,average_rating,total_rating_count
DynamicDimensionSVG,4625,113261,4629,4115,4.9178,4322
wrappingmeup,2,113137,562,25907,4.785,36726
doodlebead,33,113111,1659,8896,4.9127,15015
charmsfinding,0,112821,2886,5338,4.9615,12130
CookiePrintableShop,1916,112559,1929,5951,4.9834,5025
XpressionTees,0,112423,2403,6849,4.7991,16844
SparklingSistersJS,0,112381,1883,11416,4.9379,29049
BadgeBeauties,0,112274,242,10101,4.9844,16034
DIYPaperBoutique,1666,112215,1666,7332,4.9169,3496
MagicLinen,0,111967,431,61564,4.917,16409
FireflyPaperStudio,0,111843,560,3548,4.9894,16190
KennedyClaireCouture,0,111791,513,14062,4.9085,18550
FallenAngelBrass,0,111784,510,16918,4.9861,44274
TheWoodShapeStore,0,111542,3666,7789,4.8735,17227
Beadsupplies,0,111516,2352,15059,4.8919,63051
BenzieDesign,0,111395,451,32849,4.9709,27676
JoyousEmbroidery,961,111291,961,8276,4.9423,10011
Bakerlogy,0,111231,1080,23784,4.9478,11785
BeeCreativeOnline,0,111203,4135,1289,4.9125,12868
CAROcreated,52,111169,52,19155,4.8238,7350
TrueNorthCollection,0,111167,127,19030,4.826,16791
WildOakStickers,0,111143,1574,7716,4.9716,23587
WhiteConfettiBox,0,111043,950,12420,4.9336,16818
Anniesbead,0,110993,2568,12667,4.7734,20602
GuerrillaCharm,0,110898,1325,7896,4.9446,21524
PinkCarnationDesign,0,110862,1000,7661,4.9031,17065
WholesaleApplique,0,110663,1734,6821,4.9353,14954
SmallableCo,0,110543,74,1861,4.9021,9242
DarethColburnDesigns,0,110394,776,13880,4.9169,17197
jzjewelrysupplies,0,110384,2537,6108,4.9405,22014
SFdizayn,0,110343,66,12580,4.8935,19689
TinyBoxJewelry,0,110313,273,26332,4.5808,12880
MinnieCastle,0,110167,605,10318,4.9577,18062
ScaraBeads,3,110096,2751,8795,4.9468,18956
FauxFerocity,0,109989,76,7630,4.8052,14397
QueenofSucculents,0,109936,304,24235,4.9149,28640
DamlaDigital,1168,109856,1170,1547,4.9157,5083
KennaSatoDesigns,184,109731,704,28246,4.915,12124
MusterDesigns,2581,109647,2581,7845,4.8036,3726
FabricShoppe,0,109646,2,52514,3.6667,41974
FranJohnsonHouse,0,109496,853,17704,4.9175,19235
hellorosepaperie,637,109468,800,4940,4.9679,7421
SelineLounge,0,109424,222,4999,4.7829,7256
accbead,0,109349,1412,8877,4.9003,19607
MaikaDaughters,0,109324,2090,12826,4.947,16690
SheShedCraftStore,1085,109130,1085,3402,4.9623,5010
KnotYourselfOut,205,109099,205,9067,4.8521,4720
Studio20Designs,3154,109040,3155,4913,4.9163,8964
collageOrama,0,108985,4,34463,4.9596,20476
JenCraftDesigns,950,108963,950,7688,4.9233,7303
GardensongFabrics,0,108814,4036,5098,4.9684,21441
ErinBradleyDesigns,597,108750,597,17404,4.9591,15186
WholesaleDeZigns,0,108688,1208,10810,4.8988,19495
ChapmanJewelry,0,108567,973,17946,4.9095,19503
wholesaleflowers,0,108325,44,8973,4.968,32947
StrongGirlClothing,0,108293,1244,31080,4.7836,14584
RStudioDesign,198,108282,198,6704,4.8562,3725
DrapelaWoodworks,0,108034,312,5609,4.945,17558
AvEwerkz,0,108025,12,11864,4.9514,3440
LittleFlowerSoapCo,0,108023,330,34250,4.945,19516
MyConfettiPrintables,1204,107998,1204,3040,4.9269,4964
RuyaTreasures,1902,107965,1901,1468,4.9296,5541
JewelryEveryday,0,107850,992,7797,4.9486,16228
nottoto,0,107614,290,14494,4.9626,40318
MomshieSVG,293,107462,293,2064,4.9532,5412
madebyjacksmum,8,107439,8,9598,4.9583,4026
SewColorfulLLC,11,107434,596,4591,4.9702,11993
LastPieceOfThePuzzle,0,107350,437,9596,4.9248,16141
ShopJunylie,0,107290,92,8796,4.5338,12757
topcreaperles,0,107154,540,4203,4.9263,16664
CreativeJamCo,1874,107111,1874,6276,4.8204,7826
SoGloss,0,106800,189,28241,4.8722,11208
HappyJewelrySupplies,0,106678,996,23629,4.8273,16414
PetitePeppermint,0,106603,324,21305,4.9195,20038
NacreBoutique,0,106550,1555,3047,4.7355,12479
HelloPetitePaper,2,106497,389,24101,4.9883,25785
DentzDenim,21,106490,1479,26219,4.7894,16304
SweetValentina,0,106458,213,21211,4.8015,14467
CustomTeeBar,0,106431,1624,3575,4.7019,14894
13MoonsMagick,0,106379,1167,23349,4.9314,31085
StampedExpressionsCo,0,106359,741,9226,4.8823,17754
PerriAnnsArtsNThings,0,106358,843,5048,4.9748,26036
lovecrushcrowns,0,106338,325,26803,4.9652,21881
mycomputerismycanvas,411,106323,411,8766,4.9485,5090
AubreyGianna,0,106310,126,19881,4.9361,16965
GBDesignHouse,0,106306,1704,17712,4.9596,16413
PrettyVectorsLab,3118,106288,3118,2989,4.9826,5967
bdactivewear,0,106147,179,2293,4.9405,11260
HoopMamaSVG,1100,106021,1100,10382,4.9576,11084
BeadClearanceDepot,0,105650,1908,7065,4.9624,21013
SigmoCreations,0,105642,676,3580,4.877,15362
HollisHandsCreate,0,105527,2283,6525,4.9864,22135
AllureWeddingJewelry,0,105370,921,12703,4.891,18987
CrankyCakesShop,0,105274,879,16231,4.9354,19259
CitraGraphics,122,105196,122,2561,4.8952,5332
ShineStickerStudio,4,105173,599,11487,4.9632,26481
StampedandSealedCo,0,105114,1185,13801,4.9378,16320
MadeByMePatterns,72,105113,72,10627,4.9338,6093
perfectpendantsplus,0,104897,665,12876,4.9149,23914
7ate9Apparel,6,104779,2842,15163,4.9189,17084
StrongHealer,0,104576,799,15117,4.9454,30735
YesterHomeUK,0,104501,788,14637,4.9018,10984
HBOilsCenter,0,104432,2752,9728,4.8948,16583
blossomsupplies,0,104387,644,9350,4.9507,26782
vintagestampjewels,0,104368,426,23748,4.9133,14632
DigitalPixelPH,309,104347,309,2045,4.9339,6367
CraigFrames,0,104333,1197,8281,4.9225,14770
snugglymonkey,0,104259,975,21451,4.9598,22755
itsplanningtime,0,104253,333,20780,4.9606,35758
SNDJ,0,104253,235,5411,4.8087,9555
aandlengraving,0,104138,1025,8237,4.8988,16914
AmeriTrendsCo,0,104123,2157,3026,4.9043,11232
KreationsKreations,3202,104019,3202,5551,4.9676,6784
pomadour24,0,103943,2595,30179,4.9724,31908
JLynnCreations,0,103931,976,19824,4.8684,16441
One27Designs,0,103802,267,5017,4.9533,12914
BeingHappyPrints,2355,103697,2355,3134,4.8896,4963
Princessory,0,103694,211,14430,4.9416,20952
WhiteRabbitsDesign,0,103629,555,3542,4.945,12609
NatureBeads,0,103450,1109,22206,4.8999,22335
EvelynCreationsStore,0,103441,594,14044,4.7891,25053
TheSpiritnectar,0,103431,1529,61404,4.9325,25523
QuailandCoDesigns,2077,103382,2077,6537,4.9523,4899
RealDreamArt,1760,103357,0,2374,4.9298,4938
AnchoredApparelCo,0,103323,96,3102,4.8642,16109
PetiteBeads,0,103253,3415,9808,4.8989,18557
PrintableSky,1229,103220,1978,11060,4.9195,9322
FiddlestixDesign,129,103106,1006,8436,4.9756,21199
CatchingColorFlies,608,103085,612,12063,4.8994,6074
SilkPurseSowsEar,0,103057,300,43906,4.897,17487
MandyLynnPlans,0,103002,1668,4776,4.9933,17289
GoldenDotLane,0,102962,538,5110,4.9292,11735
AmeCrystal,0,102846,1782,8675,4.9293,17552
FireflyDesignn,407,102835,407,2515,4.8754,4846
girlygifts07,0,102792,327,11724,4.891,12712
KaramfilaS,758,102771,758,20344,4.9664,10733
LayeredandSimple,0,102538,500,4721,4.9237,11935
JayBlueDesign,0,102506,40,1570,4.8899,11885
PlannerStickerJubilo,0,102454,165,16236,4.9734,27312
SULUORGANICS,0,102445,261,12834,4.8586,13279
SweetCartolina,38,102367,1685,6600,4.982,18080
potionumber9,0,102344,570,25905,4.8392,12697
LucyBridalBoutique,0,102191,779,15113,4.8788,19924
signedandnumbered,0,102190,273,21468,4.9618,21389
WallfrogGraphics,0,102144,353,1761,4.871,11654
TwoWildHares,7,101915,570,13031,4.9389,15102
CoquetryClothing,0,101907,3151,56549,4.9254,18279
GreatLittleFavorCo,45,101903,5623,5527,4.933,18549
HollyFoxDesign,6,101832,461,16960,4.9856,8026
astitchforyou,665,101831,667,5952,4.9922,6763
OliviaMadisonCompany,0,101608,681,7593,4.9574,19155
PinkAntlerSparkle,4,101564,619,8903,4.9296,8592
miraclesmerceries,0,101345,1870,3657,4.8575,12448
TangBeads,0,101328,4590,8878,4.8815,17968
LotvDigiShop,2429,101262,2430,3481,4.9486,3935
PrettyandPoshCouture,0,101237,91,6416,4.8816,9591
SunshineButtercup,0,101218,456,8639,4.9364,49408
OtisBJewelryGifts,0,101216,1132,37977,4.8558,17238
WildPilotLLC,1334,101113,1334,9749,4.9728,6659
BeautymeFashion,0,100991,2748,6531,4.956,21097
MiniatureCrush,0,100881,2835,9437,4.9604,28292
Rosebeading,0,100878,2010,11685,4.7892,14708
ticomo,0,100839,174,8863,4.4541,8646
UnboxMeGifts,0,100827,200,4797,4.9503,8807
SweetandSassyTees,0,100598,2760,7723,4.9112,7789
SayIDoPrintables,193,100596,329,4025,4.9502,4993
SodaSnapp,1092,100500,1092,2950,4.9398,4239
CanterburyLane,0,100365,1897,13076,4.9448,40003
WeDoHoney,863,100358,863,3926,4.8901,4142
Azurexx,0,100319,375,5137,4.9668,12803
GentleSateen,0,100313,99,6605,4.8395,12796
PatriciaRayStudio,0,100204,179,7589,4.8514,13483
smmade,0,100198,952,6859,4.885,14796
SupplyDiva,0,100125,752,15067,4.9479,19426
NANApartysimplified,0,100001,908,4337,4.9262,12960
gottagettadeal,0,99845,181,10300,4.9813,29161
TIJC,0,99784,3763,6590,4.9545,18115
MilkandHoneyLuxuries,0,99783,80,31528,4.9741,17978
DownloadsThatDonate,667,99720,667,6590,4.9328,5521
StructureMinerals,0,99696,910,36290,4.912,26312
DubuDumo,0,99660,2906,67192,4.9026,16384
Quteez,0,99649,141,2225,4.8271,6710
SmashingInkVinyl,0,99595,3160,8703,4.8982,10672
lovedbyjacob,0,99561,237,5175,4.9173,12665
PlumHouseGallery,0,99544,190,2311,4.9496,13724
buttonit,0,99541,802,23321,4.9203,18845
SoapyFaith,0,99525,23,4632,4.9688,4885
CookieKut,0,99362,162,3789,4.9521,5133
latrendyclothes,0,99275,27,2919,4.895,12117
LilyandMaxCo,0,99121,1217,7619,4.8781,15449
CZGrain,0,99061,1311,9410,4.7882,14096
JamisonReidDesigns,0,99034,658,12179,4.9596,22644
LoveMiaCo,0,98972,382,13138,4.9641,21789
TinkerCrafts,0,98964,574,5176,4.954,15815
PastPerfectPatterns,636,98950,636,7811,4.7539,6382
BowtiqueEmilee,0,98891,592,5216,4.9453,12746
Hobohooks,3650,98849,3650,4247,4.8093,4228
CraftyWoolFelt,0,98602,342,26741,4.9683,23334
ArrowsAndApplesauce,129,98578,129,12639,4.9554,4871
Hennytj,0,98537,13,14767,5.0,34323
JewelryHills,0,98534,307,7441,4.8026,13484
SatsumaStreet,152,98315,277,53612,4.9842,12648
PeekabooPatternShop,252,98191,252,21544,4.8968,9265
CutestLittleGarlands,0,98184,277,8901,4.9799,13650
MatboardShop,0,98159,247,5677,4.9668,18428
MilkMilkSugar,616,98094,616,9517,4.9727,6744
FinchandCotter,0,97908,138,17682,4.956,17592
CNDesignerDips,0,97841,583,10012,4.9747,11510
CandytilesStudio,0,97774,0,16024,4.2353,26417
InspiredbyAlma,1,97593,1349,6766,4.7226,8317
HomeWetBar,0,97562,2606,8797,4.8735,15368
inblue,0,97448,233,55730,4.9229,22437
emilyjdesign,0,97404,361,74771,4.6286,16417
InANutshellStudio,63,97175,311,10372,4.9855,17488
TheSunshineGarden,1800,97161,1797,7467,4.8895,6517
IsobelJadeDesigns,1402,97125,1402,5055,4.9639,4751
jewelrybyxinar,0,97088,4446,6928,4.9123,19078
SewingSupplies,0,97031,574,10428,4.9632,28041
FULLMOONJEWELLERY,0,96961,538,27080,4.8872,22499
maryjanestearoom,42,96933,42,18111,4.9458,7850
JHCOOKIECO,0,96928,1315,7282,4.9584,10122
farmersattic,8,96918,3094,8581,4.9825,17946
4everstore,0,96894,1291,23799,4.813,11861
EricaDigitalDesign,499,96783,499,4986,4.9798,5974
PoshReels,0,96781,674,8925,4.9607,17744
southernSVGfiles,3741,96712,3741,2037,4.9206,3831
FROMMoMo,0,96679,122,3965,4.8075,12106
VineWedding,1350,96669,1350,10503,4.9106,7953
geopersonalized,0,96614,94,4481,4.8951,17884
Colorwin,0,96529,72,7919,4.9157,16371
ChameleonCuttablesUS,2005,96470,2005,5683,4.9742,4498
MainStreetMelts,0,96447,428,15998,4.905,16763
DivaWattsDesigns,1878,96445,1878,5691,4.9624,4893
MagicalPrintable,4746,96419,4848,4347,4.8364,8108
PartyEars,0,96258,422,3860,4.8874,12614
RubyLouDigitalDesign,1667,96255,1668,7455,4.9723,6689
natruyenshop,0,96224,292,1596,4.8345,9587
HydraColour,0,96190,249,10022,4.9877,17939
phenixprintable,274,96094,273,8313,4.9185,6053
MantaMakesLtd,0,96074,464,5392,4.9552,13567
DreamworkshopCo,1030,96047,1030,4529,4.6204,4536
SVGista,790,95849,790,2195,4.9278,3785
bitpartjewelry,0,95813,731,11980,4.9519,16585
SeesanGeneralGoods,0,95807,51,1247,4.803,9311
LayerCakeShop,0,95796,2548,11694,4.8791,14034
AnastasiaMarieShop,0,95792,814,15761,4.9586,14829
Stickearte,1695,95643,1695,4099,4.9197,5982
TalkInChalk,400,95642,438,3265,4.916,5897
GildedSapphireStudio,0,95618,378,14192,4.7926,10807
calicocollage,790,95460,790,14977,4.9733,15872
EmmaAndTheBean,0,95232,485,14253,4.9595,16480
ThreeDGeek,0,95114,1060,8289,4.8878,12881
BeadsSuperstore,0,95092,2193,5832,4.9306,14689
FrankHeartsYou,0,95009,0,12657,4.9975,27032
SassyandChicFabrics,0,94960,2688,6545,4.9755,19537
FreshyFig,0,94846,74,53418,4.7741,16058
ElegantDreams,0,94812,2351,11298,4.8988,16747
Adabele,0,94810,1894,7587,4.9178,18727
SunshineParties,947,94721,947,10757,4.8836,7888
UnderTheSunSeeds,0,94696,952,8704,4.541,7578
LoveJunkJournals,302,94687,302,9526,4.9843,11626
DiscountMosaicSupply,0,94622,350,6428,4.9676,10787
frogfeathers,0,94463,412,9211,4.8755,29697
ReannasCloset2,0,94417,2002,6980,4.95,11503
sojofabric,0,94385,1258,9011,4.9916,17510
TURKISHDOWRY,0,94369,4911,12314,4.8411,12189
BLUEBERRYVELVETSHOP,0,94230,261,6171,4.8688,13046
handmadeisheartmade,0,94202,4332,8992,4.9616,18093
CookieCutterSupply,0,94147,1217,4339,4.8791,9934
Style24Designs,311,94115,311,10677,4.99,13089
GiftsForFriendship,0,94026,1106,6642,4.8266,16224
rootedngroundedhome,0,94026,385,26107,4.9733,17022
IceCreamTees,0,93960,1332,15160,4.9017,13335
TheHeadgearShop,0,93910,26,1357,4.9271,7789
BartonCrystals,0,93907,1301,3969,4.9922,13426
HuckleberryHearts,403,93865,403,9802,4.9517,8379
JuliaGraceDesignsCo,0,93785,5198,10173,4.9779,18844
LariPrintDesign,1630,93773,1630,2970,4.9406,4277
theweddingpartystore,0,93722,428,3647,4.9305,13736
LaLaCrystal,0,93697,922,38365,4.8551,13566
LisaLorenePlans,0,93663,957,8886,4.9846,26466
IchabodsImagination,0,93448,894,5517,4.9575,15062
SupplyHeap,0,93362,621,5582,4.9864,10165
CurioPress,0,93307,413,11644,4.9828,14512
EarthsMineralsInc,1,93271,613,13735,4.7933,19795
BeadPrism,0,93217,2809,10621,4.9375,17313
CherCanDoIt,0,93184,1020,3736,4.8216,10200
SimpleSentimental,0,93082,1833,6119,4.9013,14815
InsectArt,0,93042,97,19139,4.9668,22681
HairBowCenter,0,92890,2119,5410,4.9572,15456
BeyondPaperFlowers,0,92883,3190,7530,4.9903,20021
BeadPassionStudio,143,92861,4669,3548,4.9772,17191
tiposcreations,0,92859,409,12675,4.9364,18285
OldEnglishCo,0,92793,1180,32294,4.9212,14007
shopsawyerandscout,0,92759,210,7354,4.8928,10336
shopmimigreen,0,92731,329,32539,4.9342,16137
ArtisanSocietyStore,0,92437,2922,6365,4.4036,9601
UKGIFTSTOREONLINE,0,92417,4055,849,4.8776,9599
PerfectStylishCuts,1269,92313,1269,6644,4.8806,6770
AdornamentsNY,0,92280,288,6280,4.9597,18171
BigHeartCutfiles,3227,92260,3227,1526,4.9478,3972
Personalizeitpaws,0,92257,5242,9819,4.7865,16672
BeadsandmorebyYashma,0,92104,599,10471,4.9718,26733
TheCuteTee,0,92048,2135,8502,4.8822,14669
EverythingEtchedAZ,0,92042,278,9554,4.9118,14239
BeachCastleBeads,0,92028,1703,15346,4.9677,23297
SimplyLoveFabrics,0,91999,2167,8834,4.9853,20296
Antiqued,0,91985,893,12903,4.9705,33782
FallonTravels,243,91958,243,2926,4.8957,7214
PenguinsPineapples,0,91893,755,3626,4.8875,10861
EngraveCelebration,0,91856,760,7560,4.947,14397
PerfectYarns,0,91846,276,10418,4.9193,10386
24HourCrafts,0,91832,1871,4271,4.9531,14677
ArtCult,1294,91722,1294,23770,4.9808,23240
LEILAjewelryshop,0,91717,402,21293,4.9262,12222
invitesbythisandthat,0,91659,1237,3981,4.9461,12762
LiztonSignShop,0,91657,5520,6489,4.9328,16921
PersonalizedMoments1,0,91648,52,2279,4.9253,12216
BaggageandCO,0,91625,304,26533,4.9732,14832
SiliconeCanada,0,91524,787,8329,4.9223,12327
WeddingAffections,0,91492,371,8546,4.9819,19002
GorgeousSoap,0,91464,407,11801,4.813,14641
HaleyMadisonDesign,755,91402,1381,4564,4.9393,11111
SoleiEthnic,0,91369,1339,22731,4.8084,17905
LisaAngelLtd,0,91310,2714,14250,4.8716,11563
TaylorSigns,0,91305,312,7764,4.9363,17804
MindfulHustlePlan,77,91284,77,19204,4.8857,8640
Thanks4TheAdventure,1261,91278,1260,8540,4.9635,7919
maydaylabels,0,91273,125,29079,4.8065,21186
FromJennifer,3,91246,112,28536,4.989,12419
ScentsationalWaxCo,0,91229,37,3027,4.8487,11847
FDJtools,0,91228,4673,10996,4.9179,19946
pinkperfectshop,0,91222,68,6814,4.9035,9581
CollarDirect,0,91205,0,11356,4.7731,13462
Jewelfinger,0,91160,4142,3927,4.7963,5908
imrangiftshop,0,91111,338,923,4.5261,7923
TheJewelryStandard,0,91047,283,10259,4.9008,14826
TheCraftyBead,0,90957,1570,19158,4.9476,24191
MoonaFabrics,0,90869,871,26567,4.977,22865
KobasicCreations,0,90639,282,5164,4.9055,14451
isewjo,0,90592,381,11918,4.9763,20870
Nikura,0,90567,352,3712,4.8938,11304
CandyMoldsNMore,0,90499,964,5702,4.8579,11238
AliciaRayArt,1607,90461,1607,7407,4.9584,4290
DSYLifestyle2,0,90454,1211,7270,4.8556,11423
fromwillow,0,90438,521,2635,4.9645,12527
SchmerbalsHerbals,0,90420,413,8677,4.9327,13074
TDSONLINESTORE,0,90383,1942,14918,4.84,26361
lanabeads2,0,90350,2444,5971,4.9859,16383
PrettyPictureGiftsCo,0,90341,488,9705,4.9258,14727
HelloHandpressed,0,90319,390,8471,4.9434,12708
HartlandQuiltShop,3,90303,4651,5370,4.9171,12524
LilleJuniper,2204,90223,2204,6314,4.9774,4764
LovingThyselfRocks,0,90183,1260,38730,4.9286,22184
GiftsForYouNow,0,90160,746,5044,4.8004,13060
PinkandBlueBonnets,0,90130,145,9548,4.8726,16252
RibbonFanatic,0,90037,394,4623,4.9591,17838
OnePreset,56,89988,56,2226,4.5773,3441
TomorrowSeeds,0,89788,441,3083,4.8622,7905
EmeryandOpal,0,89783,203,26028,4.9197,12463
BeadSourceInc,0,89630,2468,5607,4.8693,11612
Kissrose,0,89585,1226,9226,4.8099,10996
SimplySerraFloral,0,89574,378,15584,4.9381,19461
VintageRoseFindings,0,89558,1698,12052,4.955,21196
MayanRoseShop,0,89429,406,21429,4.9187,16268
BigDayMerch,0,89423,5,19933,4.7897,19289
TheHappyGraphics,1394,89415,1395,11358,4.9817,7765
AlacrityGifts,0,89380,24,1264,4.9362,11404
CrystalsByThePiece,0,89379,664,8674,4.9506,27655
BlissBalm,0,89375,36,12936,4.878,13944
CustomHappinessShop,0,89368,86,1516,4.8991,9471
Waysidewhimsy,0,89255,1081,3219,4.9658,14695
SugarandIvy,0,89218,1858,9734,4.9741,18367
KayleeNYC,0,89117,380,6155,4.9683,15266
PinkPeonyStationery,0,89099,841,3763,4.9729,13083
TweetPartyPrintables,2684,89047,2685,4740,4.8958,5590
MollyJollyDesign,0,89011,28,1539,4.8754,9950
TheBadgePatch,0,88978,1547,8356,4.978,15979
JessicaSawyerlol,393,88903,402,10119,4.5652,12935
InkandFred,63,88897,434,2585,4.9798,9224
TeamHen,0,88869,219,3227,4.9175,9120
shabbydabbydoodah,368,88817,369,7236,4.9757,10125
donkeycraftvinyl,0,88810,1643,8039,4.931,7771
FourWindsTraders,0,88727,2231,4526,4.9426,13762
PurseSuppliesRUs,0,88690,669,9503,4.966,21381
ScrapbookGems,1070,88668,1070,5966,4.9372,5399
NeatOThings,0,88477,415,14811,4.9,42978
UrbanFarmhouseTampa,0,88463,794,14261,4.8735,17556
PanAsiaHeirloom,0,88453,536,2443,4.8343,4630
sweetrockcandybeads,0,88378,317,13101,4.9222,35983
StupidEggHouseplants,0,88198,460,11305,4.8969,17574
Twistedpendant,0,88180,797,3799,4.6854,9080
CreativeSpaceCrafts,107,88000,107,2858,4.8831,4035
CricketCreekShop,0,87997,617,2460,4.9189,8140
CastawayCoveDecor,0,87996,700,25015,4.9274,13780
ShproutStore,0,87947,1,26408,4.6991,10510
beadstobows,0,87936,1361,5712,4.976,13446
TaraReedDesigns,1615,87867,1615,7461,4.9639,4360
SupplyYourSoul,0,87862,892,16242,4.9266,20662
artPause,1,87733,4267,26447,4.9438,8461
AKAWEDDING,0,87657,299,949,4.7039,6729
themadstampers,0,87614,114,20213,4.9494,19069
brindilleandtwig,116,87603,116,22383,4.9358,9664
KristinDouglasART,0,87546,61,12922,4.9584,10840
LamarieeNewYork,0,87546,95,2272,4.9026,7867
PishPoshPendants,0,87543,475,14138,4.8891,17581
FrogjellyLeather,0,87535,937,9817,4.9356,10466
LynnsHardware,0,87530,1588,12380,4.7734,6732
ShopThreeGirls,3,87350,715,7779,4.9619,13946
GoatGirlMH,0,87338,590,9661,4.9825,24206
SugarPlumCreationsCo,4,87301,699,3878,4.864,13128
AMnails,0,87282,163,11495,4.7714,12116
TheDollPlanetHair,0,87277,427,11995,4.9554,15893
Emtizee,0,87266,861,5305,4.876,11629
Beautifulgiftshop,0,87226,1687,7368,4.9271,11304
juniperplumpaperie,1083,87198,1093,2764,4.9385,3989
Unblushing,0,87162,121,33117,4.9674,18169
TAMETHESPIRIT,0,87162,693,8636,4.9478,14369
meanderingthread,0,87132,2163,7369,4.961,17681
luckysupply,0,87098,1786,3421,4.9554,9479
GoldHillJewelry,0,86956,195,4954,4.791,11036
TheresasCrochetShop,140,86823,140,12842,4.9693,8321
CuttingEdgeStencils,0,86731,797,36436,4.8336,8259
EnchantingBeads,0,86728,1887,11797,4.939,34052
xoFetti,0,86667,219,1719,4.9384,8829
SwankyPrints,0,86566,5675,23309,4.8072,15777
BirdysDesignGallery,0,86472,973,12521,4.9579,26629
Shirtmandude,0,86365,372,14550,4.9594,16581
themommysvg,440,86288,440,2279,4.9214,4327
UnusualSeeds,1,86286,668,12630,4.6963,8089
geominimalist,0,86275,159,13621,4.8475,14304
FlashyStudioNYC,0,86243,551,19119,4.86,16728
lilthreadzclothing,0,86185,2218,14862,4.9444,15631
lelesvgart,375,86050,375,1907,4.9143,4468
DndDice,0,86014,336,15324,4.936,21552
JuliPresets,101,85987,101,2646,4.6256,4491
